Source,Target,Weight,Color
4274,15878,1.296950239536639,#e6d7cf
29227,129,0.8977919819392246,#b7cff9
29227,4168,1.25073706790379,#e1dad6
29227,29226,1.4056877866727775,#efcebd
133,4169,1.1995357811983398,#dcdddd
133,129,1.25073706790379,#e1dad6
133,132,1.4553474363941885,#f2cab5
130,15887,1.2571263580225926,#e2dad5
130,4238,1.2867707367140557,#e5d8d1
130,4237,1.1785741033799253,#dadce0
15887,15880,1.3531658049657576,#ebd3c6
15887,16231,1.4425895047075803,#f2cbb7
4237,33555,0.17493159352844254,#506bda
4237,130,1.3362595520141933,#ead5c9
131,31912,1.1488493429592206,#d7dce3
131,35216,1.2025155617815293,#dcdddd
31912,126,0.7880976333802974,#a7c5fe
31912,31913,1.172982189505869,#d9dce1
35216,1197,1.2186142697450943,#dedcdb
35216,4239,1.4593924877592308,#f2c9b4
35216,125,1.2863441764090844,#e5d8d1
35216,118,1.0511139167776014,#cbd8ee
29228,131,1.0227581942367694,#c7d7f0
29228,29229,1.4593924877592308,#f2c9b4
4266,4162,1.377979759421654,#edd1c2
4266,4267,1.172690481755848,#d9dce1
4169,4170,1.1969219448194588,#dcdddd
4169,4162,1.1034273973827675,#d2dbe8
4169,133,1.2387484392812451,#e0dbd8
4169,4282,1.3280940578150267,#ead5c9
134,6457,1.2324878663529863,#dfdbd9
134,135,1.6015385250072725,#f7b89c
6457,136,0.7939300067726845,#a9c6fd
6457,3745,0.9797304306622855,#c3d5f4
135,3746,1.5985059889881927,#f7b99e
135,3765,1.7123381772140123,#f7a98b
135,134,1.6713302343663439,#f7af91
3746,135,1.6307024006762076,#f7b497
3746,3745,1.2492228239966743,#e1dad6
3746,134,0.8451600776519458,#afcafc
3765,3766,0.7785130117389248,#a6c4fe
3765,35439,1.0142264293892296,#c6d6f1
3765,135,1.7119842838988664,#f7a98b
136,30528,0.8962505624616381,#b7cff9
136,6456,1.136022599397011,#d5dbe5
30528,6455,-2.0,#3b4cc0
30528,46,0.9907383285075373,#c4d5f3
6456,6207,1.0817072700973491,#cedaeb
6456,47,1.1773344555057002,#dadce0
137,28514,1.591131416423124,#f7b99e
137,30490,1.0288151698468873,#c9d7f0
28514,28515,1.4141038892581892,#f0cdbb
28514,28520,0.9253636673541016,#bbd1f8
30490,4127,1.1479235389806064,#d6dce4
30490,30489,1.2041199826559248,#dcdddd
138,4109,1.734335694372104,#f6a586
4109,4112,1.2093541349401604,#dddcdc
4109,138,1.2125604579711438,#dddcdc
4109,4084,1.45046466200715,#f2cab5
4109,4137,1.3704020499724958,#edd2c3
139,28808,1.6197401145823225,#f7b599
28808,28807,0.42813479402878873,#7396f5
140,28816,1.4456197691051043,#f2cbb7
28816,28814,1.244920043912454,#e1dad6
141,146,-2.0,#3b4cc0
141,27236,1.1774787825423225,#dadce0
146,33894,1.2653367779679177,#e3d9d3
146,34324,1.5409673064292457,#f5c0a7
27236,142,0.954531942626914,#bfd3f6
142,143,-2.0,#3b4cc0
142,2259,1.3006606883765215,#e7d7ce
143,144,0.5173278822943735,#80a3fa
143,2755,1.3716219271760213,#edd2c3
143,16196,0.7259932589247224,#9fbfff
2259,15777,1.3420276880874717,#ead4c8
144,145,0.5213996281153757,#81a4fb
144,15493,1.1671695904086314,#d8dce2
2755,1931,1.3697908240307763,#edd2c3
2755,1454,1.4526296516220174,#f2cab5
16196,144,-2.0,#3b4cc0
16196,16981,1.3839050869769085,#eed0c0
145,142,0.6166855208955122,#8fb1fe
145,146,1.2845660772669736,#e5d8d1
15493,16981,1.2023248128295485,#dcdddd
15493,2132,1.3299670727346593,#ead5c9
33894,33895,0.3893433112520779,#6e90f2
33894,146,1.1428585511133906,#d6dce4
33894,16982,1.489128451332258,#f4c6af
34324,18856,0.27508089845685857,#5e7de7
34324,18857,0.6675463395115164,#96b7ff
147,4146,1.300617219806582,#e7d7ce
147,29050,1.42059928229144,#f0cdbb
4146,18852,1.3728751967933903,#edd2c3
4146,3758,1.4705574852172743,#f3c8b2
29050,34317,0.2530955858490315,#5a78e4
148,3775,1.2471136417708644,#e1dad6
148,33603,1.0315296458034229,#c9d7f0
3775,148,1.6692052702133575,#f7af91
3775,3822,1.4951973183654577,#f4c6af
